txn_id,date_key,timestamp,merchant_id,bank_id,method_id,amount,status,error_category,latency_ms,mdr_rate_pct
TXN_0004220,2026-08-03,2026-08-03 20:45:49,M_106,BNK_02,PM_04,375.44,SUCCESS,NONE,558,0.009
TXN_0004221,2026-07-16,2026-07-16 22:37:30,M_102,BNK_03,PM_05,1247.96,FAILED,AUTH_TIMEOUT,1647,0.015
TXN_0004222,2026-08-10,2026-08-10 11:52:59,M_102,BNK_02,PM_02,4088.51,FAILED,ISSUER_DOWNTIME,4560,0.0185
TXN_0004223,2026-06-06,2026-06-06 23:09:21,M_106,BNK_02,PM_03,1842.48,SUCCESS,NONE,1098,0.0185
TXN_0004224,2026-06-29,2026-06-29 18:50:28,M_104,BNK_05,PM_05,16331.78,USER_DROPPED,AUTH_TIMEOUT,6914,0.015
TXN_0004225,2026-06-14,2026-06-14 03:26:30,M_106,BNK_01,PM_03,4861.12,SUCCESS,NONE,687,0.0185
TXN_0004226,2026-07-24,2026-07-24 20:50:55,M_101,BNK_03,PM_05,820.9,SUCCESS,NONE,1255,0.015
TXN_0004227,2026-07-21,2026-07-21 10:24:38,M_104,BNK_02,PM_05,2657.47,USER_DROPPED,AUTH_TIMEOUT,7742,0.015
TXN_0004228,2026-07-26,2026-07-26 15:47:14,M_103,BNK_05,PM_03,1194.7,SUCCESS,NONE,1225,0.0185
TXN_0004229,2026-07-07,2026-07-07 17:38:21,M_105,BNK_01,PM_02,455.09,SUCCESS,NONE,1182,0.0185
TXN_0004230,2026-06-02,2026-06-02 21:54:27,M_106,BNK_04,PM_01,4477.6,SUCCESS,NONE,1102,0.0065
TXN_0004231,2026-08-14,2026-08-14 18:43:53,M_105,BNK_03,PM_03,370.9,SUCCESS,NONE,628,0.0185
TXN_0004232,2026-07-23,2026-07-23 00:40:35,M_103,BNK_01,PM_04,3054.27,SUCCESS,NONE,1506,0.009
TXN_0004233,2026-06-29,2026-06-29 07:36:32,M_101,BNK_02,PM_01,218.0,SUCCESS,NONE,916,0.0
TXN_0004234,2026-06-12,2026-06-12 12:09:34,M_106,BNK_05,PM_04,1274.46,SUCCESS,NONE,1251,0.009
TXN_0004235,2026-07-12,2026-07-12 17:49:04,M_105,BNK_05,PM_01,93.92,SUCCESS,NONE,631,0.0
TXN_0004236,2026-06-27,2026-06-27 14:17:53,M_101,BNK_03,PM_02,2049.07,SUCCESS,NONE,746,0.0185
TXN_0004237,2026-07-28,2026-07-28 15:10:32,M_104,BNK_01,PM_02,14387.67,SUCCESS,NONE,1530,0.0185
TXN_0004238,2026-08-17,2026-08-17 13:42:39,M_103,BNK_04,PM_03,1966.84,SUCCESS,NONE,995,0.0185
TXN_0004239,2026-08-03,2026-08-03 10:36:21,M_105,BNK_03,PM_03,753.35,SUCCESS,NONE,1535,0.0185
TXN_0004240,2026-07-12,2026-07-12 20:15:44,M_103,BNK_01,PM_03,3220.13,SUCCESS,NONE,1076,0.0185
TXN_0004241,2026-06-15,2026-06-15 09:32:23,M_106,BNK_01,PM_04,4401.59,FAILED,ISSUER_DOWNTIME,2142,0.009
TXN_0004242,2026-08-19,2026-08-19 11:10:44,M_101,BNK_05,PM_02,885.42,SUCCESS,NONE,1367,0.0185
TXN_0004243,2026-06-08,2026-06-08 14:57:42,M_106,BNK_03,PM_02,3913.47,SUCCESS,NONE,923,0.0185
TXN_0004244,2026-07-21,2026-07-21 20:20:06,M_105,BNK_02,PM_01,1054.72,SUCCESS,NONE,1309,0.0
TXN_0004245,2026-07-09,2026-07-09 11:31:18,M_106,BNK_02,PM_01,3610.56,SUCCESS,NONE,1107,0.0065
TXN_0004246,2026-06-18,2026-06-18 15:40:24,M_101,BNK_02,PM_01,1947.83,FAILED,INSUFFICIENT_FUNDS,2411,0.0
TXN_0004247,2026-06-19,2026-06-19 09:03:12,M_101,BNK_05,PM_05,2082.96,SUCCESS,NONE,1149,0.015
TXN_0004248,2026-06-12,2026-06-12 05:47:18,M_107,BNK_02,PM_02,4414.66,SUCCESS,NONE,1758,0.0185
TXN_0004249,2026-06-26,2026-06-26 13:14:18,M_106,BNK_02,PM_05,3291.13,SUCCESS,NONE,1247,0.015
TXN_0004250,2026-06-12,2026-06-12 05:51:45,M_101,BNK_05,PM_03,358.09,SUCCESS,NONE,1082,0.0185
TXN_0004251,2026-07-16,2026-07-16 15:36:20,M_101,BNK_03,PM_02,1520.04,SUCCESS,NONE,1422,0.0185
TXN_0004252,2026-08-17,2026-08-17 08:05:08,M_101,BNK_03,PM_04,2031.12,SUCCESS,NONE,1163,0.009
TXN_0004253,2026-07-23,2026-07-23 00:05:35,M_102,BNK_03,PM_03,4520.21,SUCCESS,NONE,1162,0.0185
TXN_0004254,2026-07-09,2026-07-09 23:46:14,M_107,BNK_01,PM_02,1457.53,SUCCESS,NONE,772,0.0185
TXN_0004255,2026-06-26,2026-06-26 06:38:49,M_103,BNK_04,PM_01,3490.97,SUCCESS,NONE,1170,0.0065
TXN_0004256,2026-08-09,2026-08-09 13:05:11,M_102,BNK_04,PM_04,2569.13,SUCCESS,NONE,1410,0.009
TXN_0004257,2026-06-20,2026-06-20 00:49:10,M_102,BNK_01,PM_01,3172.38,FAILED,AUTH_TIMEOUT,3047,0.0065
TXN_0004258,2026-06-06,2026-06-06 02:18:37,M_105,BNK_01,PM_02,1038.19,SUCCESS,NONE,1527,0.0185
TXN_0004259,2026-08-17,2026-08-17 01:35:34,M_102,BNK_05,PM_05,3294.68,SUCCESS,NONE,1072,0.015
TXN_0004260,2026-07-09,2026-07-09 11:10:12,M_105,BNK_04,PM_04,184.57,SUCCESS,NONE,833,0.009
TXN_0004261,2026-06-05,2026-06-05 16:09:04,M_106,BNK_05,PM_05,3419.37,SUCCESS,NONE,1399,0.015
TXN_0004262,2026-06-13,2026-06-13 14:09:14,M_104,BNK_05,PM_02,14285.82,FAILED,INSUFFICIENT_FUNDS,3541,0.0185
TXN_0004263,2026-06-09,2026-06-09 15:05:00,M_104,BNK_01,PM_03,15802.99,SUCCESS,NONE,1327,0.0185
TXN_0004264,2026-08-19,2026-08-19 03:56:32,M_105,BNK_05,PM_01,962.16,SUCCESS,NONE,1012,0.0
TXN_0004265,2026-06-15,2026-06-15 07:46:13,M_101,BNK_03,PM_01,1987.05,SUCCESS,NONE,1082,0.0
TXN_0004266,2026-08-15,2026-08-15 11:27:01,M_102,BNK_03,PM_03,4799.12,SUCCESS,NONE,1248,0.0185
TXN_0004267,2026-07-15,2026-07-15 01:52:45,M_105,BNK_04,PM_04,620.32,SUCCESS,NONE,1187,0.009
TXN_0004268,2026-07-29,2026-07-29 04:14:04,M_106,BNK_02,PM_03,4162.45,SUCCESS,NONE,501,0.0185
TXN_0004269,2026-06-04,2026-06-04 06:42:31,M_102,BNK_01,PM_04,4806.47,SUCCESS,NONE,763,0.009
TXN_0004270,2026-07-11,2026-07-11 22:48:28,M_101,BNK_01,PM_01,2444.9,USER_DROPPED,AUTH_TIMEOUT,6615,0.0065
TXN_0004271,2026-07-19,2026-07-19 06:03:27,M_102,BNK_05,PM_05,2114.9,SUCCESS,NONE,1060,0.015
TXN_0004272,2026-08-17,2026-08-17 08:25:58,M_101,BNK_03,PM_05,1553.41,SUCCESS,NONE,942,0.015
TXN_0004273,2026-07-02,2026-07-02 22:08:49,M_104,BNK_04,PM_05,6341.19,SUCCESS,NONE,692,0.015
TXN_0004274,2026-06-14,2026-06-14 23:43:20,M_101,BNK_01,PM_04,1378.85,SUCCESS,NONE,776,0.009
TXN_0004275,2026-06-09,2026-06-09 08:41:03,M_101,BNK_05,PM_04,1464.67,SUCCESS,NONE,493,0.009
TXN_0004276,2026-06-28,2026-06-28 00:51:48,M_102,BNK_02,PM_03,2149.86,FAILED,AUTH_TIMEOUT,3708,0.0185
TXN_0004277,2026-08-07,2026-08-07 17:12:39,M_103,BNK_03,PM_05,4401.3,SUCCESS,NONE,920,0.015
TXN_0004278,2026-06-01,2026-06-01 18:31:11,M_104,BNK_03,PM_05,4703.18,SUCCESS,NONE,810,0.015
TXN_0004279,2026-07-18,2026-07-18 17:21:47,M_103,BNK_05,PM_02,1516.87,SUCCESS,NONE,1079,0.0185
TXN_0004280,2026-08-19,2026-08-19 03:57:36,M_107,BNK_01,PM_02,4783.11,SUCCESS,NONE,1209,0.0185
TXN_0004281,2026-06-22,2026-06-22 07:27:31,M_102,BNK_03,PM_05,2804.77,FAILED,INSUFFICIENT_FUNDS,5683,0.015
TXN_0004282,2026-08-12,2026-08-12 20:12:09,M_104,BNK_02,PM_04,17269.14,SUCCESS,NONE,646,0.009
TXN_0004283,2026-07-23,2026-07-23 08:28:23,M_101,BNK_03,PM_02,1369.37,SUCCESS,NONE,1447,0.0185
TXN_0004284,2026-07-26,2026-07-26 23:30:45,M_107,BNK_03,PM_05,1475.59,SUCCESS,NONE,1391,0.015
TXN_0004285,2026-06-05,2026-06-05 12:14:06,M_104,BNK_01,PM_02,9589.21,SUCCESS,NONE,866,0.0185
TXN_0004286,2026-08-01,2026-08-01 12:02:07,M_102,BNK_05,PM_04,1448.71,SUCCESS,NONE,1160,0.009
TXN_0004287,2026-06-15,2026-06-15 23:49:17,M_101,BNK_05,PM_01,744.69,SUCCESS,NONE,962,0.0
TXN_0004288,2026-06-15,2026-06-15 22:19:45,M_104,BNK_02,PM_05,5819.73,SUCCESS,NONE,1155,0.015
TXN_0004289,2026-08-08,2026-08-08 12:07:06,M_101,BNK_01,PM_04,871.25,FAILED,AUTH_TIMEOUT,5158,0.009
TXN_0004290,2026-08-06,2026-08-06 19:10:25,M_104,BNK_01,PM_01,14101.99,SUCCESS,NONE,1281,0.0065
TXN_0004291,2026-08-20,2026-08-20 08:24:22,M_103,BNK_03,PM_03,4566.88,SUCCESS,NONE,1252,0.0185
TXN_0004292,2026-07-19,2026-07-19 16:48:16,M_104,BNK_05,PM_02,16835.94,FAILED,NETWORK_FAILURE,3412,0.0185
TXN_0004293,2026-06-12,2026-06-12 08:51:01,M_102,BNK_04,PM_04,1152.34,SUCCESS,NONE,654,0.009
TXN_0004294,2026-07-06,2026-07-06 10:54:36,M_106,BNK_03,PM_03,1900.03,SUCCESS,NONE,1037,0.0185
TXN_0004295,2026-06-30,2026-06-30 00:54:05,M_104,BNK_01,PM_01,3937.1,FAILED,INSUFFICIENT_FUNDS,4885,0.0065
TXN_0004296,2026-06-20,2026-06-20 07:33:24,M_102,BNK_02,PM_04,4039.34,SUCCESS,NONE,641,0.009
TXN_0004297,2026-07-27,2026-07-27 23:55:51,M_103,BNK_02,PM_01,1196.76,SUCCESS,NONE,783,0.0
TXN_0004298,2026-06-08,2026-06-08 18:20:53,M_102,BNK_05,PM_03,3460.06,SUCCESS,NONE,1137,0.0185
TXN_0004299,2026-07-04,2026-07-04 00:49:45,M_107,BNK_05,PM_02,3101.88,SUCCESS,NONE,804,0.0185
TXN_0004300,2026-08-09,2026-08-09 03:04:12,M_106,BNK_03,PM_01,2176.94,SUCCESS,NONE,862,0.0065
TXN_0004301,2026-07-06,2026-07-06 16:40:16,M_103,BNK_01,PM_02,2897.47,SUCCESS,NONE,972,0.0185
TXN_0004302,2026-06-05,2026-06-05 00:44:26,M_106,BNK_04,PM_04,1029.06,SUCCESS,NONE,690,0.009
TXN_0004303,2026-07-13,2026-07-13 22:07:19,M_105,BNK_03,PM_05,983.0,SUCCESS,NONE,807,0.015
TXN_0004304,2026-08-18,2026-08-18 23:24:27,M_103,BNK_03,PM_03,2965.17,SUCCESS,NONE,1311,0.0185
TXN_0004305,2026-07-16,2026-07-16 13:08:30,M_107,BNK_01,PM_04,1845.42,SUCCESS,NONE,707,0.009
TXN_0004306,2026-06-09,2026-06-09 20:28:13,M_101,BNK_01,PM_04,786.62,SUCCESS,NONE,620,0.009
TXN_0004307,2026-08-14,2026-08-14 05:14:20,M_106,BNK_03,PM_03,3435.96,SUCCESS,NONE,910,0.0185
TXN_0004308,2026-06-30,2026-06-30 05:27:17,M_106,BNK_02,PM_05,4565.34,SUCCESS,NONE,1319,0.015
TXN_0004309,2026-06-07,2026-06-07 02:28:00,M_104,BNK_01,PM_01,9709.41,USER_DROPPED,AUTH_TIMEOUT,5263,0.0065
TXN_0004310,2026-07-07,2026-07-07 20:41:21,M_101,BNK_02,PM_05,1203.91,FAILED,AUTH_TIMEOUT,3381,0.015
TXN_0004311,2026-08-12,2026-08-12 09:35:18,M_102,BNK_01,PM_03,631.34,FAILED,ISSUER_DOWNTIME,3839,0.0185
TXN_0004312,2026-07-15,2026-07-15 04:50:56,M_106,BNK_02,PM_03,4105.15,SUCCESS,NONE,576,0.0185
TXN_0004313,2026-06-22,2026-06-22 21:34:51,M_106,BNK_02,PM_04,2464.99,SUCCESS,NONE,1248,0.009
TXN_0004314,2026-08-11,2026-08-11 03:42:13,M_104,BNK_04,PM_05,3248.31,SUCCESS,NONE,1215,0.015
TXN_0004315,2026-07-29,2026-07-29 22:30:06,M_103,BNK_04,PM_03,4174.11,SUCCESS,NONE,977,0.0185
TXN_0004316,2026-08-07,2026-08-07 14:02:43,M_105,BNK_02,PM_01,1073.62,SUCCESS,NONE,1401,0.0
TXN_0004317,2026-08-02,2026-08-02 23:36:07,M_103,BNK_01,PM_01,756.77,SUCCESS,NONE,761,0.0
TXN_0004318,2026-07-03,2026-07-03 08:24:45,M_101,BNK_03,PM_04,1676.64,USER_DROPPED,AUTH_TIMEOUT,6853,0.009
TXN_0004319,2026-06-08,2026-06-08 18:29:23,M_105,BNK_05,PM_02,970.28,SUCCESS,NONE,1146,0.0185
TXN_0004320,2026-06-28,2026-06-28 23:52:49,M_107,BNK_03,PM_04,3418.47,FAILED,AUTH_TIMEOUT,3497,0.009
TXN_0004321,2026-07-01,2026-07-01 15:46:42,M_107,BNK_03,PM_02,2517.69,SUCCESS,NONE,1094,0.0185
TXN_0004322,2026-06-01,2026-06-01 01:30:35,M_106,BNK_04,PM_04,2890.45,SUCCESS,NONE,1067,0.009
TXN_0004323,2026-06-23,2026-06-23 10:59:06,M_102,BNK_03,PM_02,952.76,SUCCESS,NONE,1466,0.0185
TXN_0004324,2026-08-10,2026-08-10 05:48:10,M_106,BNK_05,PM_01,2149.66,SUCCESS,NONE,776,0.0065
TXN_0004325,2026-07-23,2026-07-23 21:25:26,M_105,BNK_01,PM_05,887.21,SUCCESS,NONE,871,0.015
TXN_0004326,2026-08-10,2026-08-10 06:53:36,M_104,BNK_03,PM_02,12522.1,SUCCESS,NONE,1410,0.0185
TXN_0004327,2026-07-22,2026-07-22 21:33:08,M_101,BNK_04,PM_03,2441.46,SUCCESS,NONE,921,0.0185
TXN_0004328,2026-07-31,2026-07-31 00:53:48,M_101,BNK_01,PM_02,1910.77,SUCCESS,NONE,1370,0.0185
TXN_0004329,2026-07-02,2026-07-02 15:33:49,M_101,BNK_04,PM_01,292.81,SUCCESS,NONE,1609,0.0
TXN_0004330,2026-08-14,2026-08-14 07:10:02,M_107,BNK_04,PM_04,2593.81,SUCCESS,NONE,979,0.009
TXN_0004331,2026-08-05,2026-08-05 07:17:32,M_107,BNK_01,PM_05,1502.34,SUCCESS,NONE,1304,0.015
TXN_0004332,2026-07-09,2026-07-09 17:28:55,M_106,BNK_04,PM_04,2164.96,SUCCESS,NONE,753,0.009
TXN_0004333,2026-06-08,2026-06-08 15:51:18,M_105,BNK_04,PM_03,824.18,SUCCESS,NONE,1326,0.0185
TXN_0004334,2026-07-27,2026-07-27 04:27:30,M_103,BNK_04,PM_03,2096.8,SUCCESS,NONE,1159,0.0185
TXN_0004335,2026-06-21,2026-06-21 16:06:28,M_101,BNK_05,PM_05,2495.15,SUCCESS,NONE,1241,0.015
TXN_0004336,2026-06-01,2026-06-01 01:12:19,M_104,BNK_05,PM_03,7674.59,SUCCESS,NONE,906,0.0185
TXN_0004337,2026-07-26,2026-07-26 05:25:39,M_102,BNK_01,PM_02,4960.14,SUCCESS,NONE,601,0.0185
TXN_0004338,2026-07-03,2026-07-03 11:10:59,M_102,BNK_02,PM_04,1981.84,SUCCESS,NONE,1250,0.009
TXN_0004339,2026-06-05,2026-06-05 14:48:49,M_102,BNK_01,PM_05,4136.08,SUCCESS,NONE,480,0.015
TXN_0004340,2026-07-13,2026-07-13 02:27:32,M_101,BNK_04,PM_02,955.65,SUCCESS,NONE,1004,0.0185
TXN_0004341,2026-08-01,2026-08-01 11:07:08,M_103,BNK_04,PM_04,1844.47,SUCCESS,NONE,1382,0.009
TXN_0004342,2026-06-04,2026-06-04 01:46:51,M_104,BNK_05,PM_05,8051.49,SUCCESS,NONE,1157,0.015
TXN_0004343,2026-08-16,2026-08-16 06:12:08,M_102,BNK_04,PM_04,2564.32,SUCCESS,NONE,1684,0.009
TXN_0004344,2026-08-08,2026-08-08 11:44:25,M_103,BNK_02,PM_02,964.84,FAILED,INSUFFICIENT_FUNDS,4722,0.0185
TXN_0004345,2026-08-03,2026-08-03 21:11:11,M_104,BNK_02,PM_02,7723.79,SUCCESS,NONE,903,0.0185
TXN_0004346,2026-06-30,2026-06-30 22:30:52,M_101,BNK_01,PM_02,1952.03,SUCCESS,NONE,1108,0.0185
TXN_0004347,2026-08-14,2026-08-14 09:09:41,M_101,BNK_01,PM_05,637.9,FAILED,ISSUER_DOWNTIME,3757,0.015
TXN_0004348,2026-07-05,2026-07-05 06:12:14,M_106,BNK_04,PM_01,4457.07,SUCCESS,NONE,625,0.0065
TXN_0004349,2026-06-27,2026-06-27 17:17:23,M_101,BNK_05,PM_05,1086.77,SUCCESS,NONE,817,0.015
TXN_0004350,2026-08-02,2026-08-02 17:40:59,M_101,BNK_02,PM_03,179.71,SUCCESS,NONE,931,0.0185
TXN_0004351,2026-08-07,2026-08-07 22:41:40,M_104,BNK_01,PM_05,8261.11,FAILED,INSUFFICIENT_FUNDS,1967,0.015
TXN_0004352,2026-07-20,2026-07-20 17:01:57,M_104,BNK_04,PM_05,17647.27,SUCCESS,NONE,1114,0.015
TXN_0004353,2026-07-10,2026-07-10 09:46:53,M_103,BNK_03,PM_03,3517.57,SUCCESS,NONE,1025,0.0185
TXN_0004354,2026-07-30,2026-07-30 19:42:10,M_104,BNK_05,PM_02,9243.68,SUCCESS,NONE,598,0.0185
TXN_0004355,2026-06-26,2026-06-26 20:38:27,M_102,BNK_02,PM_04,2707.49,SUCCESS,NONE,1221,0.009
TXN_0004356,2026-08-07,2026-08-07 17:13:40,M_102,BNK_03,PM_02,4053.39,SUCCESS,NONE,1314,0.0185
TXN_0004357,2026-08-17,2026-08-17 14:58:58,M_105,BNK_04,PM_05,828.48,SUCCESS,NONE,1168,0.015
TXN_0004358,2026-07-18,2026-07-18 00:15:10,M_102,BNK_02,PM_01,654.09,SUCCESS,NONE,1002,0.0
TXN_0004359,2026-07-15,2026-07-15 11:49:05,M_107,BNK_05,PM_04,3468.49,SUCCESS,NONE,1277,0.009
TXN_0004360,2026-07-21,2026-07-21 13:27:56,M_102,BNK_03,PM_01,4575.25,SUCCESS,NONE,1304,0.0065
TXN_0004361,2026-07-29,2026-07-29 07:19:31,M_104,BNK_01,PM_04,8972.04,SUCCESS,NONE,1192,0.009
TXN_0004362,2026-08-08,2026-08-08 13:15:09,M_103,BNK_05,PM_05,2885.67,SUCCESS,NONE,852,0.015
TXN_0004363,2026-06-30,2026-06-30 16:21:11,M_105,BNK_01,PM_01,406.98,SUCCESS,NONE,1182,0.0
TXN_0004364,2026-06-14,2026-06-14 10:22:36,M_104,BNK_02,PM_02,14270.27,SUCCESS,NONE,1458,0.0185
TXN_0004365,2026-06-27,2026-06-27 18:43:26,M_106,BNK_04,PM_03,1293.69,SUCCESS,NONE,921,0.0185
TXN_0004366,2026-07-07,2026-07-07 00:12:35,M_105,BNK_03,PM_05,697.31,SUCCESS,NONE,1729,0.015
TXN_0004367,2026-07-17,2026-07-17 13:49:42,M_106,BNK_03,PM_04,3334.01,SUCCESS,NONE,942,0.009
TXN_0004368,2026-08-02,2026-08-02 06:02:03,M_104,BNK_01,PM_05,4819.06,SUCCESS,NONE,1109,0.015
TXN_0004369,2026-06-27,2026-06-27 12:42:24,M_101,BNK_02,PM_04,670.4,SUCCESS,NONE,898,0.009
TXN_0004370,2026-07-30,2026-07-30 06:46:45,M_102,BNK_03,PM_04,4168.78,SUCCESS,NONE,1166,0.009
TXN_0004371,2026-08-04,2026-08-04 14:17:36,M_106,BNK_02,PM_03,1226.37,USER_DROPPED,AUTH_TIMEOUT,3409,0.0185
TXN_0004372,2026-06-13,2026-06-13 18:07:02,M_104,BNK_04,PM_01,11849.73,SUCCESS,NONE,936,0.0065
TXN_0004373,2026-06-03,2026-06-03 23:28:13,M_105,BNK_04,PM_04,1172.59,SUCCESS,NONE,772,0.009
TXN_0004374,2026-07-28,2026-07-28 17:56:36,M_104,BNK_03,PM_03,12233.22,SUCCESS,NONE,1140,0.0185
TXN_0004375,2026-08-18,2026-08-18 11:40:17,M_104,BNK_05,PM_03,3916.17,USER_DROPPED,AUTH_TIMEOUT,6693,0.0185
TXN_0004376,2026-06-03,2026-06-03 19:12:31,M_107,BNK_01,PM_05,664.29,SUCCESS,NONE,1293,0.015
TXN_0004377,2026-06-14,2026-06-14 00:18:22,M_107,BNK_03,PM_05,3805.89,SUCCESS,NONE,388,0.015
TXN_0004378,2026-07-26,2026-07-26 18:53:19,M_106,BNK_03,PM_04,1423.72,SUCCESS,NONE,1712,0.009
TXN_0004379,2026-07-27,2026-07-27 17:56:03,M_102,BNK_02,PM_05,3772.16,SUCCESS,NONE,1188,0.015
TXN_0004380,2026-08-04,2026-08-04 18:01:42,M_106,BNK_03,PM_02,1792.42,SUCCESS,NONE,867,0.0185
TXN_0004381,2026-07-27,2026-07-27 17:51:57,M_101,BNK_05,PM_02,861.92,SUCCESS,NONE,1147,0.0185
TXN_0004382,2026-08-09,2026-08-09 16:15:28,M_101,BNK_05,PM_05,792.58,SUCCESS,NONE,1152,0.015
TXN_0004383,2026-07-22,2026-07-22 16:20:39,M_103,BNK_01,PM_05,1228.74,SUCCESS,NONE,899,0.015
TXN_0004384,2026-06-20,2026-06-20 07:02:32,M_102,BNK_03,PM_01,4330.75,SUCCESS,NONE,1159,0.0065
TXN_0004385,2026-07-21,2026-07-21 19:40:10,M_107,BNK_04,PM_03,1473.05,SUCCESS,NONE,917,0.0185
TXN_0004386,2026-07-03,2026-07-03 16:25:38,M_107,BNK_02,PM_03,1783.89,USER_DROPPED,AUTH_TIMEOUT,5014,0.0185
TXN_0004387,2026-07-20,2026-07-20 01:52:15,M_102,BNK_01,PM_03,2621.14,SUCCESS,NONE,894,0.0185
TXN_0004388,2026-06-27,2026-06-27 10:55:19,M_105,BNK_05,PM_01,532.55,SUCCESS,NONE,670,0.0
TXN_0004389,2026-08-15,2026-08-15 01:13:30,M_104,BNK_01,PM_03,8736.6,SUCCESS,NONE,1143,0.0185
TXN_0004390,2026-06-16,2026-06-16 21:47:56,M_104,BNK_04,PM_05,3769.74,SUCCESS,NONE,1275,0.015
TXN_0004391,2026-06-06,2026-06-06 07:46:36,M_102,BNK_01,PM_03,4117.51,SUCCESS,NONE,1254,0.0185
TXN_0004392,2026-07-23,2026-07-23 22:32:45,M_103,BNK_03,PM_05,4645.73,SUCCESS,NONE,1345,0.015
TXN_0004393,2026-07-09,2026-07-09 03:20:33,M_105,BNK_01,PM_01,742.5,SUCCESS,NONE,1197,0.0
TXN_0004394,2026-07-24,2026-07-24 22:45:42,M_103,BNK_02,PM_05,2125.24,SUCCESS,NONE,940,0.015
TXN_0004395,2026-07-11,2026-07-11 23:00:49,M_102,BNK_05,PM_03,4340.51,SUCCESS,NONE,1351,0.0185
TXN_0004396,2026-08-06,2026-08-06 00:06:56,M_103,BNK_04,PM_02,4444.53,SUCCESS,NONE,692,0.0185
TXN_0004397,2026-07-30,2026-07-30 03:34:05,M_107,BNK_03,PM_03,4573.86,SUCCESS,NONE,829,0.0185
TXN_0004398,2026-07-08,2026-07-08 19:36:49,M_104,BNK_01,PM_05,11465.18,SUCCESS,NONE,810,0.015
TXN_0004399,2026-07-16,2026-07-16 10:07:36,M_104,BNK_03,PM_01,3970.78,SUCCESS,NONE,1424,0.0065
TXN_0004400,2026-08-13,2026-08-13 13:34:28,M_107,BNK_05,PM_02,591.12,SUCCESS,NONE,1382,0.0185
TXN_0004401,2026-08-01,2026-08-01 00:34:00,M_106,BNK_04,PM_01,3281.65,SUCCESS,NONE,1246,0.0065
TXN_0004402,2026-06-21,2026-06-21 17:58:45,M_102,BNK_05,PM_02,4780.26,SUCCESS,NONE,1421,0.0185
TXN_0004403,2026-06-13,2026-06-13 19:27:05,M_103,BNK_01,PM_04,937.75,SUCCESS,NONE,836,0.009
TXN_0004404,2026-06-25,2026-06-25 08:36:22,M_102,BNK_02,PM_01,983.33,SUCCESS,NONE,1204,0.0
TXN_0004405,2026-06-07,2026-06-07 06:30:55,M_105,BNK_03,PM_01,827.66,FAILED,INSUFFICIENT_FUNDS,3687,0.0
TXN_0004406,2026-07-15,2026-07-15 12:09:45,M_103,BNK_05,PM_05,2355.04,SUCCESS,NONE,1354,0.015
TXN_0004407,2026-06-09,2026-06-09 22:58:57,M_104,BNK_04,PM_01,17182.51,SUCCESS,NONE,1065,0.0065
TXN_0004408,2026-06-30,2026-06-30 01:24:37,M_104,BNK_02,PM_01,17947.93,SUCCESS,NONE,984,0.0065
TXN_0004409,2026-08-02,2026-08-02 21:05:10,M_101,BNK_04,PM_03,408.89,SUCCESS,NONE,1262,0.0185
TXN_0004410,2026-06-11,2026-06-11 03:42:46,M_101,BNK_01,PM_05,459.64,SUCCESS,NONE,1362,0.015
TXN_0004411,2026-08-17,2026-08-17 07:12:03,M_106,BNK_02,PM_05,1074.13,SUCCESS,NONE,899,0.015
TXN_0004412,2026-08-14,2026-08-14 23:58:08,M_107,BNK_05,PM_04,485.92,SUCCESS,NONE,1081,0.009
TXN_0004413,2026-07-14,2026-07-14 19:27:35,M_102,BNK_01,PM_03,3358.91,SUCCESS,NONE,782,0.0185
TXN_0004414,2026-08-14,2026-08-14 22:24:40,M_105,BNK_01,PM_01,173.9,SUCCESS,NONE,350,0.0
TXN_0004415,2026-07-07,2026-07-07 11:01:22,M_107,BNK_05,PM_01,983.73,SUCCESS,NONE,1160,0.0
TXN_0004416,2026-07-25,2026-07-25 00:33:07,M_107,BNK_01,PM_02,2143.75,SUCCESS,NONE,1282,0.0185
TXN_0004417,2026-07-03,2026-07-03 08:47:50,M_101,BNK_05,PM_01,2047.09,SUCCESS,NONE,1178,0.0065
TXN_0004418,2026-08-03,2026-08-03 03:16:02,M_105,BNK_01,PM_05,975.11,SUCCESS,NONE,515,0.015
TXN_0004419,2026-08-12,2026-08-12 10:16:17,M_102,BNK_03,PM_04,2916.99,SUCCESS,NONE,994,0.009
TXN_0004420,2026-08-15,2026-08-15 21:51:54,M_107,BNK_04,PM_01,3752.97,SUCCESS,NONE,434,0.0065
TXN_0004421,2026-06-17,2026-06-17 22:29:16,M_105,BNK_01,PM_04,441.55,SUCCESS,NONE,1510,0.009
TXN_0004422,2026-08-09,2026-08-09 11:36:41,M_105,BNK_02,PM_05,96.71,SUCCESS,NONE,774,0.015
TXN_0004423,2026-07-10,2026-07-10 04:42:39,M_105,BNK_03,PM_01,806.61,SUCCESS,NONE,1476,0.0
TXN_0004424,2026-07-26,2026-07-26 05:20:54,M_103,BNK_04,PM_04,1114.57,SUCCESS,NONE,1383,0.009
TXN_0004425,2026-07-22,2026-07-22 12:38:05,M_105,BNK_03,PM_04,1059.86,SUCCESS,NONE,829,0.009
TXN_0004426,2026-07-21,2026-07-21 09:31:08,M_102,BNK_01,PM_01,2717.29,SUCCESS,NONE,760,0.0065
TXN_0004427,2026-07-19,2026-07-19 16:20:37,M_101,BNK_04,PM_03,2280.6,SUCCESS,NONE,1205,0.0185
